146, 28, 175
146, 31, 178
147, 10, 175
147, 31, 179
147, 41, 180
148, 10, 176
148, 34, 180
148, 40, 181
149, 10, 177
149, 33, 181
149, 42, 182
150, 10, 178
150, 28, 179
150, 32, 183
151, 22, 184
151, 33, 185
151, 41, 186
152, 20, 186
152, 40, 187
153, 18, 188
154, 11, 179
154, 32, 189
154, 41, 190
155, 11, 180
155, 31, 190
155, 40, 191
156, 11, 181
156, 34, 191
156, 42, 192
157, 18, 187
157, 42, 193
158, 11, 182
158, 21, 193
158, 33, 192
158, 43, 194
159, 11, 183
159, 28, 189
160, 12, 169
160, 26, 174
161, 10, 195
161, 26, 183
162, 12, 194
162, 44, 196
163, 13, 196
163, 46, 197
164, 10, 197
165, 23, 198
165, 43, 199
166, 22, 199
166, 44, 200
167, 20, 200
167, 46, 201
168, 18, 201
169, 11, 202
169, 26, 203
170, 23, 204
170, 33, 205
171, 22, 205
171, 34, 206
172, 20, 206
173, 13, 207
174, 12, 203
174, 28, 208
174, 31, 209
175, 13, 208
175, 31, 210
175, 41, 211
176, 34, 211
176, 40, 212
177, 33, 212
177, 42, 213
178, 13, 209
178, 28, 210
178, 32, 214
179, 10, 210
179, 32, 215
179, 41, 216
180, 10, 211
180, 31, 216
180, 40, 217
181, 10, 212
181, 34, 217
181, 42, 218
182, 10, 213
182, 33, 218
182, 43, 219
183, 10, 214
183, 28, 215
184, 33, 220
184, 41, 221
185, 22, 220
185, 34, 222
185, 41, 223
186, 22, 221
186, 33, 223
186, 40, 224
187, 20, 224
187, 42, 225
188, 20, 222
188, 41, 226
189, 11, 215
189, 21, 227
189, 41, 228
190, 11, 216
190, 32, 228
190, 40, 229
191, 11, 217
191, 21, 230
191, 31, 229
191, 42, 231
192, 11, 218
192, 34, 231
192, 43, 232
193, 18, 225
194, 11, 219
194, 33, 232
194, 44, 233
195, 13, 234
195, 26, 214
196, 12, 233
196, 46, 235
197, 13, 235
198, 24, 236
199, 44, 237
200, 22, 237
200, 46, 238
201, 20, 238
202, 10, 239
202, 26, 240
203, 11, 240
203, 28, 241
203, 31, 242
204, 24, 243
205, 34, 244
206, 22, 244
207, 12, 245
208, 12, 241
208, 31, 246
208, 41, 247
209, 12, 242
209, 28, 246
209, 32, 248
210, 13, 246
210, 32, 249
210, 41, 250
211, 13, 247
211, 31, 250
211, 40, 251
212, 34, 251
212, 42, 252
213, 33, 252
213, 43, 253
214, 13, 248
214, 28, 249
215, 10, 249
215, 41, 254
216, 10, 250
216, 32, 254
216, 40, 255
217, 10, 251
217, 31, 255
217, 42, 256
218, 10, 252
218, 34, 256
218, 43, 257
219, 10, 253
219, 33, 257
219, 44, 258
220, 34, 259
220, 41, 260
221, 33, 260
221, 40, 261
222, 22, 259
222, 31, 262
222, 41, 263
223, 22, 260
223, 34, 263
223, 40, 264
224, 22, 261
224, 33, 264
224, 42, 265
225, 20, 265
225, 43, 266
226, 20, 263
226, 40, 267
227, 18, 268
228, 11, 254
228, 40, 269
229, 11, 255
229, 32, 269
229, 42, 270
230, 18, 267
230, 42, 271
231, 11, 256
231, 21, 271
231, 31, 270
231, 43, 272
232, 11, 257
232, 34, 272
232, 44, 273
233, 11, 258
233, 33, 273
233, 46, 274
234, 12, 243
234, 26, 248
235, 12, 274
236, 11, 275
236, 26, 276
237, 46, 277
238, 22, 277
239, 26, 278
240, 10, 278
240, 28, 279
240, 31, 280
241, 11, 279
241, 21, 281
241, 31, 282
241, 41, 283
242, 11, 280
242, 28, 282
242, 32, 284
243, 11, 285
243, 26, 284
244, 23, 286
245, 21, 287
246, 12, 282
246, 32, 288
246, 41, 289
247, 12, 283
247, 31, 289
247, 40, 290
248, 12, 284
248, 28, 288
249, 13, 288
249, 41, 291
250, 13, 289
250, 32, 291
250, 40, 292
251, 13, 290
251, 31, 292
251, 42, 293
252, 34, 293
252, 43, 294
253, 33, 294
253, 44, 295
254, 10, 291
254, 40, 296
255, 10, 292
255, 32, 296
255, 42, 297
256, 10, 293
256, 31, 297
256, 43, 298
257, 10, 294
257, 34, 298
257, 44, 299
258, 10, 295
258, 33, 299
258, 46, 300
259, 31, 301
259, 41, 302
260, 34, 302
260, 40, 303
261, 33, 303
261, 42, 304
262, 22, 301
262, 32, 305
262, 41, 306
263, 22, 302
263, 31, 306
263, 40, 307
264, 22, 303
264, 34, 307
264, 42, 308
265, 22, 304
265, 33, 308
265, 43, 309
266, 20, 309
266, 44, 310
267, 20, 307
267, 42, 311
268, 20, 305
268, 41, 312
269, 11, 296
269, 21, 313
269, 42, 314
270, 11, 297
270, 32, 314
270, 43, 315
271, 18, 311
272, 11, 298
272, 31, 315
272, 44, 316
273, 11, 299
273, 34, 316
273, 46, 317
274, 11, 300
274, 21, 318
274, 33, 317
275, 10, 319
275, 26, 320
276, 11, 320
276, 28, 321
277, 23, 322
278, 28, 323
278, 31, 324
279, 10, 323
279, 31, 325
279, 41, 326
280, 10, 324
280, 28, 325
280, 32, 327
281, 18, 328
282, 11, 325
282, 32, 329
282, 41, 330
283, 11, 326
283, 31, 330
283, 40, 331
284, 11, 327
284, 28, 329
284, 33, 332
285, 10, 333
285, 26, 327
286, 24, 334
287, 18, 335
288, 12, 329
288, 41, 336
289, 12, 330
289, 32, 336
289, 40, 337
290, 12, 331
290, 31, 337
290, 42, 338
291, 13, 336
291, 40, 339
292, 13, 337
292, 32, 339
292, 42, 340
293, 13, 338
293, 31, 340
293, 43, 341
294, 34, 341
294, 44, 342
295, 33, 342
295, 46, 343
296, 10, 339
296, 42, 344
297, 10, 340
297, 32, 344
297, 43, 345
298, 10, 341
298, 31, 345
298, 44, 346
299, 10, 342
299, 34, 346
299, 46, 347
300, 10, 343
300, 33, 347
301, 32, 349
301, 41, 350
302, 31, 350
302, 40, 351
303, 34, 351
303, 42, 352
304, 23, 348
304, 33, 352
304, 43, 353
305, 22, 349
305, 41, 354
306, 22, 350
306, 32, 354
306, 40, 355
307, 22, 351
307, 31, 355
307, 42, 356
308, 22, 352
308, 34, 356
308, 43, 357
309, 22, 353
309, 33, 357
309, 44, 358
310, 20, 358
310, 46, 359
311, 20, 356
311, 43, 360
312, 20, 354
312, 40, 361
313, 18, 361
313, 42, 362
314, 11, 344
314, 21, 362
314, 43, 363
315, 11, 345
315, 32, 363
315, 44, 364
316, 11, 346
316, 31, 364
316, 46, 365
317, 11, 347
317, 34, 365
318, 18, 359
319, 13, 366
319, 26, 367
320, 10, 367
320, 28, 368
321, 11, 368
321, 21, 369
321, 43, 370
322, 24, 371
323, 31, 372
323, 41, 373
324, 28, 372
324, 32, 374
325, 10, 372
325, 32, 375
325, 41, 376
326, 10, 373
326, 31, 376
326, 40, 377
327, 10, 374
327, 28, 375
327, 33, 378
328, 20, 379
328, 41, 380
329, 11, 375
329, 21, 381
329, 33, 382
329, 41, 383
330, 11, 376
330, 32, 383
330, 40, 384
331, 11, 377
331, 21, 385
331, 31, 384
331, 42, 386
332, 11, 378
332, 28, 382
332, 34, 387
333, 26, 374
334, 11, 388
334, 26, 387
335, 20, 389
336, 12, 383
336, 40, 390
337, 12, 384
337, 32, 390
337, 42, 391
338, 12, 386
338, 31, 391
338, 43, 392
339, 13, 390
339, 42, 393
340, 13, 391
340, 32, 393
340, 43, 394
341, 13, 392
341, 31, 394
341, 44, 395
342, 34, 395
342, 46, 396
343, 33, 396
344, 10, 393
344, 43, 397
345, 10, 394
345, 32, 397
345, 44, 398
346, 10, 395
346, 31, 398
346, 46, 399
347, 10, 396
347, 34, 399
348, 24, 400
349, 41, 401
350, 32, 401
350, 40, 402
351, 31, 402
351, 42, 403
352, 34, 403
352, 43, 404
353, 33, 404
353, 44, 405
354, 22, 401
354, 40, 406
355, 22, 402
355, 32, 406
355, 42, 407
356, 22, 403
356, 31, 407
356, 43, 408
357, 22, 404
357, 34, 408
357, 44, 409
358, 22, 405
358, 33, 409
358, 46, 410
359, 20, 410
360, 20, 408
360, 44, 411
361, 20, 406
361, 42, 412
362, 18, 412
363, 11, 397
363, 44, 413
364, 11, 398
364, 32, 413
364, 46, 414
365, 11, 399
365, 21, 415
365, 31, 414
366, 12, 400
366, 26, 416
367, 13, 416
367, 28, 417
368, 10, 417
368, 43, 418
369, 18, 420
370, 11, 418
370, 44, 421
371, 11, 419
371, 26, 422
372, 32, 423
372, 41, 424
373, 31, 424
373, 40, 425
374, 28, 423
374, 33, 426
375, 10, 423
375, 33, 427
375, 41, 428
376, 10, 424
376, 32, 428
376, 40, 429
377, 10, 425
377, 31, 429
377, 42, 430
378, 10, 426
378, 28, 427
378, 34, 431
379, 22, 432
379, 31, 433
379, 41, 434
380, 20, 434
380, 40, 435
381, 18, 436
382, 11, 427
382, 34, 437
382, 41, 438
383, 11, 428
383, 33, 438
383, 40, 439
384, 11, 429
384, 32, 439
384, 42, 440
385, 18, 435
385, 42, 441
386, 11, 430
386, 21, 441
386, 31, 440
386, 43, 442
387, 11, 431
387, 28, 437
388, 10, 443
388, 26, 431
389, 22, 444
390, 12, 439
390, 42, 445
391, 12, 440
391, 32, 445
391, 43, 446
392, 12, 442
392, 31, 446
392, 44, 447
393, 13, 445
393, 43, 448
394, 13, 446
394, 32, 448
394, 44, 449
395, 13, 447
395, 31, 449
395, 46, 450
396, 34, 450
397, 10, 448
397, 44, 451
398, 10, 449
398, 32, 451
398, 46, 452
399, 10, 450
399, 31, 452
400, 11, 453
400, 26, 454
401, 40, 456
402, 32, 456
402, 42, 457
403, 23, 455
403, 31, 457
403, 43, 458
404, 34, 458
404, 44, 459
405, 33, 459
405, 46, 460
406, 22, 456
406, 42, 461
407, 22, 457
407, 32, 461
407, 43, 462
408, 22, 458
408, 31, 462
408, 44, 463
409, 22, 459
409, 34, 463
409, 46, 464
410, 22, 460
410, 33, 464
411, 20, 463
411, 46, 465
412, 20, 461
412, 43, 466
413, 11, 451
413, 46, 467
414, 11, 452
414, 32, 467
415, 18, 465
416, 12, 454
416, 28, 468
417, 13, 468
417, 43, 469
418, 10, 469
418, 44, 471
419, 10, 470
419, 26, 472
420, 20, 473
420, 43, 474
421, 11, 471
421, 46, 475
422, 11, 472
422, 28, 475
423, 33, 476
423, 41, 477
424, 32, 477
424, 40, 478
425, 31, 478
425, 42, 479
426, 28, 476
426, 34, 480
427, 10, 476
427, 34, 481
427, 41, 482
428, 10, 477
428, 33, 482
428, 40, 483
429, 10, 478
429, 32, 483
429, 42, 484
430, 10, 479
430, 31, 484
430, 43, 485
431, 10, 480
431, 28, 481
432, 31, 486
432, 41, 487
433, 22, 486
433, 32, 488
433, 41, 489
434, 22, 487
434, 31, 489
434, 40, 490
435, 20, 490
435, 42, 491
436, 20, 488
436, 41, 492
437, 11, 481
437, 21, 493
437, 41, 494
438, 11, 482
438, 34, 494
438, 40, 495
439, 11, 483
439, 21, 496
439, 33, 495
439, 42, 497
440, 11, 484
440, 32, 497
440, 43, 498
441, 18, 491
442, 11, 485
442, 31, 498
442, 44, 499
443, 13, 500
443, 26, 480
444, 23, 501
445, 12, 497
445, 43, 502
446, 12, 498
446, 32, 502
446, 44, 503
447, 12, 499
447, 31, 503
447, 46, 504
448, 13, 502
448, 44, 505
449, 13, 503
449, 32, 505
449, 46, 506
450, 13, 504
450, 31, 506
451, 10, 505
451, 46, 507
452, 10, 506
452, 32, 507
453, 10, 508
453, 26, 509
454, 11, 509
454, 28, 511
454, 33, 510
455, 24, 512
456, 42, 514
457, 32, 514
457, 43, 515
458, 31, 515
458, 44, 516
459, 34, 516
459, 46, 517
460, 23, 513
460, 33, 517
461, 22, 514
461, 43, 518
462, 22, 515
462, 32, 518
462, 44, 519
463, 22, 516
463, 31, 519
463, 46, 520
464, 22, 517
464, 34, 520
465, 20, 520
466, 20, 518
466, 44, 521
467, 11, 507
467, 21, 522
467, 51, 523
468, 12, 511
468, 43, 524
469, 13, 524
469, 44, 526
470, 13, 525
470, 26, 527
471, 10, 526
471, 46, 528
472, 10, 527
472, 28, 528
473, 22, 529
473, 43, 530
474, 20, 530
474, 44, 531
475, 11, 528
475, 21, 532
475, 41, 533
476, 34, 535
476, 41, 536
477, 33, 536
477, 40, 537
478, 32, 537
478, 42, 538
479, 31, 538
479, 43, 539
480, 13, 534
480, 28, 535
481, 10, 535
481, 41, 540
482, 10, 536
482, 34, 540
482, 40, 541
483, 10, 537
483, 33, 541
483, 42, 542
484, 10, 538
484, 32, 542
484, 43, 543
485, 10, 539
485, 31, 543
485, 44, 544
486, 32, 545
486, 41, 546
487, 31, 546
487, 40, 547
488, 22, 545
488, 33, 548
488, 41, 549
489, 22, 546
489, 32, 549
489, 40, 550
490, 22, 547
490, 31, 550
490, 42, 551
491, 20, 551
491, 43, 552
492, 20, 549
492, 40, 553
493, 18, 554
494, 11, 540
494, 40, 555
495, 11, 541
495, 34, 555
495, 42, 556
496, 18, 553
496, 42, 557
497, 11, 542
497, 21, 557
497, 33, 556
497, 43, 558
498, 11, 543
498, 32, 558
498, 44, 559
499, 11, 544
499, 31, 559
499, 46, 560
500, 12, 561
500, 26, 534
501, 24, 561
502, 12, 558
502, 44, 562
503, 12, 559
503, 32, 562
503, 46, 563
504, 12, 560
504, 31, 563
505, 13, 562
505, 46, 564
506, 13, 563
506, 32, 564
507, 10, 564
507, 51, 565
508, 26, 566
509, 10, 566
509, 28, 568
509, 33, 567
510, 11, 567
510, 28, 570
510, 34, 569
511, 11, 568
511, 21, 571
511, 33, 570
511, 43, 572
512, 11, 574
512, 26, 569
513, 24, 573
514, 23, 575
514, 43, 576
515, 32, 576
515, 44, 577
516, 31, 577
516, 46, 578
517, 34, 578
518, 22, 576
518, 44, 579
519, 22, 577
519, 32, 579
519, 46, 580
520, 22, 578
520, 31, 580
521, 20, 579
521, 46, 581
522, 18, 581
522, 51, 582
523, 11, 565
523, 21, 582
523, 50, 583
524, 12, 572
524, 44, 584
525, 12, 573
525, 26, 585
526, 13, 584
526, 46, 586
527, 13, 585
527, 28, 586
528, 10, 586
528, 41, 587
529, 43, 588
530, 22, 588
530, 44, 589
531, 20, 589
531, 46, 590
532, 18, 590
533, 11, 587
533, 40, 591
534, 12, 593
534, 28, 592
535, 13, 592
535, 41, 594
536, 34, 594
536, 40, 595
537, 33, 595
537, 42, 596
538, 32, 596
538, 43, 597
539, 31, 597
539, 44, 598
540, 10, 594
540, 40, 599
541, 10, 595
541, 34, 599
541, 42, 600
542, 10, 596
542, 33, 600
542, 43, 601
543, 10, 597
543, 32, 601
543, 44, 602
544, 10, 598
544, 31, 602
544, 46, 603
545, 33, 604
545, 41, 605
546, 32, 605
546, 40, 606
547, 31, 606
547, 42, 607
548, 22, 604
548, 34, 608
548, 41, 609
549, 22, 605
549, 33, 609
549, 40, 610
550, 22, 606
550, 32, 610
550, 42, 611
551, 22, 607
551, 31, 611
551, 43, 612
552, 20, 612
552, 44, 613
553, 20, 610
553, 42, 614
554, 20, 608
554, 41, 615
555, 11, 599
555, 21, 616
555, 42, 617
556, 11, 600
556, 34, 617
556, 43, 618
557, 18, 614
558, 11, 601
558, 33, 618
558, 44, 619
559, 11, 602
559, 32, 619
559, 46, 620
560, 11, 603
560, 21, 621
560, 31, 620
561, 11, 622
561, 26, 593
562, 12, 619
562, 46, 623
563, 12, 620
563, 32, 623
564, 13, 623
564, 51, 624
565, 10, 624
565, 50, 625
566, 28, 627
566, 33, 626
567, 10, 626
567, 28, 629
567, 34, 628
568, 10, 627
568, 33, 629
568, 43, 630
569, 11, 628
569, 28, 633
569, 31, 632
570, 11, 629
570, 34, 633
570, 43, 634
571, 18, 635
572, 11, 630
572, 33, 634
572, 44, 636
573, 11, 631
573, 26, 637
574, 10, 638
574, 26, 628
575, 24, 639
576, 44, 641
577, 32, 641
577, 46, 642
578, 23, 640
578, 31, 642
579, 22, 641
579, 46, 643
580, 22, 642
580, 32, 643
581, 20, 643
581, 51, 644
582, 18, 644
582, 50, 645
583, 11, 625
583, 21, 645
583, 53, 646
584, 12, 636
584, 46, 647
585, 12, 637
585, 28, 647
586, 13, 647
586, 41, 648
587, 10, 648
587, 40, 649
588, 44, 650
589, 22, 650
589, 46, 651
590, 20, 651
590, 41, 652
591, 11, 649
591, 21, 653
591, 42, 654
592, 12, 655
592, 41, 656
593, 11, 657
593, 28, 655
594, 13, 656
594, 40, 658
595, 34, 658
595, 42, 659
596, 33, 659
596, 43, 660
597, 32, 660
597, 44, 661
598, 31, 661
598, 46, 662
599, 10, 658
599, 42, 663
600, 10, 659
600, 34, 663
600, 43, 664
601, 10, 660
601, 33, 664
601, 44, 665
602, 10, 661
602, 32, 665
602, 46, 666
603, 10, 662
603, 31, 666
604, 34, 668
604, 41, 669
605, 33, 669
605, 40, 670
606, 32, 670
606, 42, 671
607, 23, 667
607, 31, 671
607, 43, 672
608, 22, 668
608, 41, 673
609, 22, 669
609, 34, 673
609, 40, 674
610, 22, 670
610, 33, 674
610, 42, 675
611, 22, 671
611, 32, 675
611, 43, 676
612, 22, 672
612, 31, 676
612, 44, 677
613, 20, 677
613, 46, 678
614, 20, 675
614, 43, 679
615, 20, 673
615, 40, 680
616, 18, 680
616, 42, 681
617, 11, 663
617, 21, 681
617, 43, 682
618, 11, 664
618, 34, 682
618, 44, 683
619, 11, 665
619, 33, 683
619, 46, 684
620, 11, 666
620, 32, 684
621, 18, 678
622, 10, 685
622, 26, 657
623, 12, 684
623, 51, 686
624, 13, 686
624, 50, 687
625, 10, 687
625, 53, 688
626, 28, 690
626, 34, 689
627, 33, 690
627, 43, 691
628, 10, 689
628, 28, 694
628, 31, 693
629, 10, 690
629, 34, 694
629, 43, 695
630, 10, 691
630, 33, 695
630, 44, 696
631, 10, 692
631, 26, 697
632, 11, 693
632, 28, 699
632, 32, 698
633, 11, 694
633, 21, 700
633, 31, 699
633, 43, 701
634, 11, 695
634, 34, 701
634, 44, 702
635, 20, 703
635, 43, 704
636, 11, 696
636, 33, 702
636, 46, 705
637, 11, 697
637, 28, 705
637, 33, 706
638, 13, 707
638, 26, 689
639, 11, 709
639, 26, 698
640, 24, 708
641, 46, 710
642, 32, 710
643, 22, 710
643, 51, 711
644, 20, 711
644, 50, 712
645, 18, 712
645, 53, 713
646, 11, 688
646, 21, 713
646, 52, 0
647, 12, 705
647, 41, 714
648, 13, 714
648, 40, 715
649, 10, 715
649, 42, 716
650, 46, 717
651, 22, 717
651, 41, 718
652, 20, 718
652, 40, 719
653, 18, 719
653, 42, 720
654, 11, 716
654, 21, 720
655, 11, 722
655, 21, 721
655, 41, 723
656, 12, 723
656, 40, 724
657, 10, 725
657, 28, 722
658, 13, 724
658, 42, 726
659, 34, 726
659, 43, 727
660, 33, 727
660, 44, 728
661, 32, 728
661, 46, 729
662, 31, 729
663, 10, 726
663, 43, 730
664, 10, 727
664, 34, 730
664, 44, 731
665, 10, 728
665, 33, 731
665, 46, 732
666, 10, 729
666, 32, 732
667, 24, 733
668, 41, 734
669, 34, 734
669, 40, 735
670, 33, 735
670, 42, 736
671, 32, 736
671, 43, 737
672, 31, 737
672, 44, 738
673, 22, 734
673, 40, 739
674, 22, 735
674, 34, 739
674, 42, 740
675, 22, 736
675, 33, 740
675, 43, 741
676, 22, 737
676, 32, 741
676, 44, 742
677, 22, 738
677, 31, 742
677, 46, 743
678, 20, 743
679, 20, 741
679, 44, 744
680, 20, 739
680, 42, 745
681, 18, 745
682, 11, 730
682, 44, 746
683, 11, 731
683, 34, 746
683, 46, 747
684, 11, 732
684, 21, 748
684, 33, 747
684, 51, 749
685, 26, 725
686, 12, 749
686, 50, 750
687, 13, 750
687, 53, 751
688, 10, 751
688, 52, 1
689, 13, 752
689, 28, 754
689, 31, 753
690, 34, 754
690, 43, 755
691, 33, 755
691, 44, 756
692, 26, 757
693, 10, 753
693, 28, 759
693, 32, 758
694, 10, 754
694, 31, 759
694, 43, 760
695, 10, 755
695, 34, 760
695, 44, 761
696, 10, 756
696, 33, 761
696, 46, 762
697, 10, 757
697, 28, 762
697, 33, 763
698, 11, 758
698, 28, 764
699, 11, 759
699, 32, 764
699, 43, 765
700, 18, 766
701, 11, 760
701, 31, 765
701, 44, 767
702, 11, 761
702, 34, 767
702, 46, 768
703, 22, 769
703, 33, 770
703, 43, 771
704, 20, 771
704, 44, 772
705, 11, 762
705, 21, 773
705, 33, 768
705, 41, 774
706, 11, 763
706, 28, 768
706, 34, 775
707, 12, 733
707, 26, 752
708, 11, 776
708, 26, 775
709, 10, 777
709, 26, 758
710, 23, 778
710, 51, 779
711, 22, 779
711, 50, 780
712, 20, 780
712, 53, 781
713, 18, 781
713, 52, 2
714, 12, 774
714, 40, 782
715, 13, 782
715, 42, 783
716, 10, 783
717, 41, 784
718, 22, 784
718, 40, 785
719, 20, 785
719, 42, 786
720, 18, 786
721, 18, 787
722, 10, 788
722, 41, 789
723, 11, 789
723, 40, 790
724, 12, 790
724, 42, 791
725, 28, 788
726, 13, 791
726, 43, 792
727, 34, 792
727, 44, 793
728, 33, 793
728, 46, 794
729, 32, 794
730, 10, 792
730, 44, 795
731, 10, 793
731, 34, 795
731, 46, 796
732, 10, 794
732, 33, 796
732, 51, 797
733, 11, 798
733, 26, 799
734, 40, 801
735, 34, 801
735, 42, 802
736, 23, 800
736, 33, 802
736, 43, 803
737, 32, 803
737, 44, 804
738, 31, 804
738, 46, 805
739, 22, 801
739, 42, 806
740, 22, 802
740, 34, 806
740, 43, 807
741, 22, 803
741, 33, 807
741, 44, 808
742, 22, 804
742, 32, 808
742, 46, 809
743, 22, 805
743, 31, 809
744, 20, 808
744, 46, 810
745, 20, 806
745, 43, 811
746, 11, 795
746, 46, 812
747, 11, 796
747, 34, 812
747, 51, 813
748, 18, 810
748, 51, 814
749, 11, 797
749, 21, 814
749, 33, 813
749, 50, 815
750, 12, 815
750, 53, 816
751, 13, 816
751, 52, 3
752, 12, 799
752, 28, 818
752, 31, 817
753, 13, 817
753, 28, 820
753, 32, 819
754, 13, 818
754, 31, 820
754, 43, 821
755, 34, 821
755, 44, 822
756, 33, 822
756, 46, 823
757, 28, 823
757, 33, 824
758, 10, 819
758, 28, 825
759, 10, 820
759, 32, 825
759, 43, 826
760, 10, 821
760, 31, 826
760, 44, 827
761, 10, 822
761, 34, 827
761, 46, 828
762, 10, 823
762, 33, 828
762, 41, 829
763, 10, 824
763, 28, 828
763, 34, 830
764, 11, 825
764, 21, 831
764, 43, 832
765, 11, 826
765, 32, 832
765, 44, 833
766, 20, 834
766, 43, 835
767, 11, 827
767, 31, 833
767, 46, 836
768, 11, 828
768, 34, 836
768, 41, 837
769, 33, 838
769, 43, 839
770, 22, 838
770, 34, 834
770, 43, 840
771, 22, 839
771, 33, 840
771, 44, 841
772, 20, 841
772, 46, 842
773, 18, 842
774, 11, 829
774, 33, 837
774, 40, 843
775, 11, 830
775, 28, 836
775, 31, 844
776, 10, 845
776, 26, 830
777, 13, 846
777, 26, 819
778, 24, 847
778, 51, 848
779, 23, 848
779, 50, 849
780, 22, 849
780, 53, 850
781, 20, 850
781, 52, 4
782, 12, 843
782, 42, 851
783, 13, 851
784, 40, 852
785, 22, 852
785, 42, 853
786, 20, 853
787, 20, 854
787, 41, 855
788, 41, 856
789, 10, 856
789, 40, 857
790, 11, 857
790, 21, 858
790, 42, 859
791, 12, 859
791, 43, 860
792, 13, 860
792, 44, 861
793, 34, 861
793, 46, 862
794, 33, 862
794, 51, 863
795, 10, 861
795, 46, 864
796, 10, 862
796, 34, 864
796, 51, 865
797, 10, 863
797, 33, 865
797, 50, 866
